text,sentiment,group
loko Lula q ganhar,1,
casamentobandir casamento casal criminoso janja Lula dança quadrilha,0,
petrobra piorar época Lula acumular prejuízo conta corrupção tar dar lucro pesquise,0,
ir Lula,1,
postura imprensa gasto casamento Lula janja reação subcelebridade motorista uber nome opressão classe elitismo ódio trabalhador,0,
enter pessoa problema economia votar Lula ganhar dizer escangalhar economia censurar imprensa venezuelar rápido Argentina,0,
problema casamento Lula claro,0,
ir ciro Gomes tranquilo Lula ganhar turno perder seguir turno fhc prefirociro,0,
aaah esposo Lula janja micheque jamais conseguir sorrir,0,
suplicy plantão delegacia Lula preso desprezar,0,
parabéns Lula 2022,1,
chocar tatuadora casamento Lula feed instagr de ele lendária,1,
mandar ir publicação meme Lula likes q original mandar tomei blockkkk,0,
considerar q Lula ganhar ocorrer,0,
toalha Lula biroliro ser comercializar Brasil avistar hoje alagoinha ter ver foto levar pessoa comprar toalha estampa político ser,0,
encher bolso desmatamento amazônia ouro pedra precioso garimpeiro ladrão vc tá falar Lula em é   Lula desmatar,0,
Lula trabalhar grana Lula viver atualmente,0,
felicidade Lula janja,1,
Lula preocupar bol Brasil,0,
tô acreditar gregório falar sério hora ridículo constrangedor pra votar ciro vot Lula,0,
roubo celular menino vitima sociedade luladrão mostrar reportagem sg filho Lula estao presosrapidinho celular recuperar discurso desseor luladrão bater Balancogeralrj,0,
oq marília ir votar em ele pronto votar conhecer votar pq apoiar Lula ir votar Lula governadora marília,1,
rovair dificilmente encontrar votar bolsonaro arrepender Lula 41 turno 2018 mudar levar surra urna invés buscar voto atacar poder somar,0,
adorei indireta Lula pro Ciro usar   lapela,1,
semana conta bloquear chameir Lula ladrão ladr ladr,0,
credibilidade Lula porrar,0,
delfim neto desculpe Lula bolo crescer dividilo parte igual lulanoprimeiroturno,1,
de aí Lula gastar r10000000 bebida casamento de ele dinheiro atual presidente gastar r260000000 férias cartão corporativo pagar tú tá reclamar,0,
balucaziz barrabáslulacalcinhaomar,0,
entrevistar candidato presidência dor tbm Lula bolsonaro duvir debate ter ilustr presente,0,
escândalo zap tia estao dizer Lula dar 3 noite núpcia culpa pt,1,
unico esperança ano Lula presidente amor deu,1,
viver corrupcao dizer Lula natureza criar monstro Corona viru pensado justificar voto precisar citar feminista pt mulher grelo duro,0,
prestar papel de esse senador virar menino recado Lula achar ter cargo governo começar pé meia,0,
decepcionad Lula casado branca rico,0,
bolsonaro   alô marco oi presidente tá marco porrar lua vermelho tá errar de aí oi desculpa entendi marco vc entender imaginar permitir lua vermelho ano eleição Lula liderança porro,0,
achar trabalho artesanal cafonar dinheiro ver Lula cargo público,0,
verdadeo Lula coronel exército,0,
inveja Lula gritante,0,
rever magnu apoiar Lula início independente tebet candidato   Lembre campanha dória campanha 2018 renan barbalho sarney fingir candidatura tebet existir Braga Castro jogo duplo,0,
Lula casa gastar r 100 bebida petista odear classe médio kkkkkkkk,0,
companheiro ladrão casamento pagar amigo Lula,0,
igual Lula falar inventar mentira procurar fonte,0,
aê ta ta   entao Bora junto reconstruir pe Bora seguir pra eleger Lula Marilia senador deputado deputado federal estadual,1,
Lula apoiar marília,1,
review looks casamento Lula tik tok   esperar,1,
pagar Lula,0,
Lula haver respeito idiota,0,
diferença Lula bolsonaro mesmo bosta merdo,0,
tô presidente irmão vcs esquerda achar mundo q crítico Lula bolsonaro sair bolha vida votar Lula psicopata atual arreper bosta velho política,0,
consigo entender defender Lula detestar pessoa conhecer homem arrepio vejar foto car horror pra eu monstro,0,
político gerar viver dinheiro ser Lula bolsonaro,0,
explicar lulapor tirar dinheiro ser destinar criança autisto pagar festa casamento muito vergonha desrespeitar criança família pobres brasileira brasileiro hipocrisio,0,
mariso coerente haver muito coisa errar lulapena morrer,0,
pra sentir desespero daquilula governar pra vc ingratoe vc ficar milionário,0,
dia janeiro ir tá posse Lula mesmo felicidade tar casamento de ele,1,
absurdo Lula gastar r 100 casamento de ele   pessoa falar algum Eduardo bolsonaro gastar cerca r150 casamento,0,
único custo Lula ano casamento custar 100 bebida kkkkkkkkkkkkk,0,
nacional mulher Lula turno lulaaesperançadobrasil vote13 Lulanoprimeiroturno,1,
união Lula janja representar resistência perseverança amor irer perseverar luta Brasil melhor ser casamento conquista Lula turno 13 vamosjuntospelobrasil lulaeoptdemocraciaja,1,
contar baú passo pra frente eunício Oliveira mdb tá xateado convidar pro casamento lulajanja aliás cear ninguém convidaddo pra festa,0,
Lula eh ladrao vacilaar,0,
kkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkk puxar saco Lula q bater foto de ele pel vc apareceria agarrar bola convidar casamento fazer,0,
q dizer pq conheço muito gente votar Lula dilma algum razão votar bozo tá dúvida amor clareza puxar voto pra Lula ofensa desmerecimento,1,
Lula postar foto donar jacira casamento de ele gil vencer,1,
l Lula loser,1,
n idiota precise defesa dilma temer tb Lula idir problema criticar dinheiro pateta pra lavagem cerebral ai babar ovo outro defender,0,
querer ir casamento Lula,1,
par perfeito representar Brasil Lula condenar instância janja noivo Lula procurar Justiça receitar,0,
Lula pai pobre mãe rico,0,
viagem Lula exterior pago,0,
duda beat vivienne Westwood casamento Lula,1,
parabéns presidente Lula ser feliz esposo janja deu abençoe matrimônio senhor merecer felicidade mundo   lula13presidente,1,
gente pqr q Lula casar quartafeira,0,
Lula presidente 2030,1,
pessoa defender cerimônia posse exsenador Roberto requiãor pt Paraná Lula balançar cabeça positivamente afirmação político título propriedade privado registrar cartório dever respeitar Brasil,0,
emocionante humano robô chorar emoção valer esperar Lula,1,
Lula proibir casar pq tô entender amor vencer frase foto,0,
dar entrevista falar guardar mágoa Lula conhecer muito gente,1,
galo print comentário mero prova circunstancial defender Lula querer ater fato político estimação,0,
bolsonaro Lula enganar jovem brasileiro em é,0,
Lula receber salário ex presidente pt dinheiro público,0,
Lula   beneficiário injustiça brasileiro mensalão pretrolão   bolsonaro   Lula piorar ciro   alternativa projeto lulanão forabolsonarar prefirociro,0,
conhecer vida ex presidiário Lula,0,
incômodo Lula sociedade político sociedade político brasileiro exceção Lula hipócrito honrar eleitor falar b falar representar governo passar Palácio planalto,0,
gil vigor duda beat bom looks casamento Lula,1,
prof tar saber errar absolver contrário Lula celebridade político política saber interesse trás presente papel burro caro hahaha,0,
achar casamento Lula dever fotografar fotógrafo casamento foto nao ficar legal vestido noiva tao lir foto nao realçar fotojornalista nao entrega brilho precisar foto casamento,0,
exército gastar bebida Lula,0,
querer ir casamento Lula fazer feliz hoje,1,
chamar Lula,0,
Lula frente bolsonaro intenção voto presidente ressalvar socialista fanático   detento familiar incompetente razão imprensa tradicional stf partido estar unir pr ser ameaçar,0,
engraçar bolsonaro tá haver ano roubar dinheiro público pra comprar cargo pra deputado senador corromper exército polícia federal pra manter mídia preocupar casamento Lula pro inferno ver,0,
ex prof geografia convidar pro casamento Lula tar brm instagr vejar foto lembrancinha feed de ele,1,
alguém saber mau alguém haver dia ir acontecer casamento Lula,0,
vc alienado   pesquisa q encontrará prova condenar   melhora rapaz   q Lula alma honesto país   vergonha alhear,0,
ex eleitor identificar livro sugerir interessante forçar Lula utilizar algum vc propor tbm exclusivo mta convergência quase campo esquerda diferente vc tá sugerir mentira,0,
Lula mel Lula daniela mercury,0,
Lula convidar saltitanteseu comparsa político randolfe,0,
parabéns Lula janja,1,
comprar vinho argentino contrabando tar xingar lulaque gastar casamento,0,
casamento Lula   programa xuxa   posicionamento critério clareza fodase concordar,0,
grampo conversa Lula dilma ilegalidade juiz 1ª instância ter competência pra grampear conversa presidente república grampo ter passar prazo legalidade falar condição juiz acusador,0,
a h base Lula agressivo raivoso chamar pacífico cordato,0,
dever pensar hoje Lula,1,
fiz bosta 2x votar Lula maldito bolsonaro infelizmente via milagre,0,
detalhe aliar Lula acusar culto masculinistar campanha candidato,0,
Lula cometer crime bolsonaro mentira,0,
duver esquerdismo Lula goela,0,
rovair dificilmente encontra votar bolsonaro arrepender Lula 41 turno 2018 mudar levar surra urna invés buscar voto atacar poder somar,0,
prezar teresa explicar Lula tirar dinheiro ser destinar criança autisto pagar festa casamento vergonha desrespeitar criança família pobre brasileira hipocrisio,0,
dm celular filho Lula comprar ganhar algum amigo kk,0,
cagaor convidar casamento Lula sair falhar q q contrabandiar doce salgar junto trabalhador garçom ba saída alimentar segurança arrombar filhote hulk casal ter convidar dradeolaner gagliasso,0,
tirar Lula tá mundo proibir casar viver,0,
eitar defender ladrão 9 dedo viúvo Lula kkk,0,
vc achar repetir tragédia 2018 Lula xir Bozo ahaaa pro petista aliar acordo corrupção generalizar pra tirar bozo valer pra defender Lula Lula errar quanta querer né   tô,0,
pqr debate sair campo razão entrar campo emoção apoiar bolsonaro ideia deixar adotar personagem acontecer Lula   pouco par pensar verdade buscar informação bolha,0,
ciro piar ministro Lula militância petista precisar abrir mão arrogância querer eleitor ciro garantirer vitória Lula turno,0,
mundo precisar interpretação texto precisar desenhar crítica hipocrisia Lula chamar classe médio ostentadora precisar limite gasto caro luxuoso haver nenhum problema em isso,0,
férias bolsonaro custar 83 casamento Lula fábio pannunzio,0,
Bolze votar bandido votar Lula bolsonaro bivar ciro aécio temer restar nulo,0,
lembrar q ano q Lula voltar,1,
lacrar Lula ter casado cara ahahahahahahaha,0,
Lula criticar classe Media afetar alma vcs em e,0,
Lula bolsonaro óbbbbeeeveeoo q votarei bolsonaro ñ candidato bom sonho outro candidato pior pesadelo bolsonaroreeleitoem2022 bolsonaroreeleitonoprimeiroturno lulanaprisao,0,
inveja pro casamento Lula janja,0,
Lula   janja   jaula casamentobandir,0,
boda Lula pagar Lula trouxo pra acreditar em isso,0,
explicar Lula tirar dinheiro ser destinar criança autisto pagar festa casamento vergonha desrespeitar criança família pobre brasileira hipocrisio,0,
aaa abel1 lambedor bola político ver conhecer Lula puder ganhar bolsonaro votar Lula Ciro puder ganhar bolsonaro votar ciro forabolsonarar resto gente ver,1,
bolsonaro destruir Brasil ressuscitar Lula Lula eleger bolsonaro,0,
bom tweet casamento Lula,1,
Brasil kkkkkk culpa de eles primeiro colocado ser candidato histórico corrupção Europa colocar Lula EUA colocar bolsoanro kkkkkk,0,
Lula governar 2 mandato éramo economia mundial tio,1,
n saber q Lula tar noivo,0,
esperar governo Lula pra comprar notebook 1000 real,1,
Lula janja unir lir amor vencer escrever claro algum assessor mula semi analfabeto pf dever ir acabar formação quadrilha,0,
  arrasar roupa ornar Lula linr,1,
adorar briga defender Lula unha dente passar pano pra gastar 100mil bebida dizer q classe médio ostentar x defender bolsonaro gastar milhão cartão corporativo,0,
Lula requião,1,
fico entender artista puxam saco lulaeles depender lei rouanet,0,
continuar ser servo Lula sério,0,
kkkkk Lula merda jovem cabeça twitter falar merda outro burro imbecil certo nao acontecer jeito nenhum,0,
lembrancinha casamento Lula bordado,1,
Lula doutrinador trouxa,0,
pronto ter acontecer pt ter inventar deixar psb candidato pe ir votar Lula votar psb jeito nenhum,0,
br Lula pt pra rua sentir cheiro política público caviar se fome,0,
tá Lula tá elite forte elite foda,0,
Lula amp canja chuchu,0,
Lula ladr fazer farra dinheiro vc tá fazer pra ajudar incentivopra invasão terra realmente trabalhar,0,
a h coitado Lula ir gastar r 20 ministro mito aumento gasolina combustível gastar r 100 inflação   bebar veneno retar gado   bolsolão sus bolsocaro,0,
parabéns presidente Lula,1,
liderança mdb norte principalmente nordeste apoiar Lula renanr barbalho Castro Braga sarney turma pra instituição mdb força algum forçar nome Lula,0,
Lula casar favela janja vestir chita considerar demagogio etc Lula falar motivo crítica elite tupiniquim viralata causar dia nojo,0,
muito hipocrisia podería falar hora casamento Lula centrão petrolão mensalão corrupção sistêmico falar casamento Cuba Venezuela bolívio janja poxa Lula pratico poligamia criminoso,0,
ter mulher surdo pedir ajuda ai ler papel tar escrito pra votar Lula ai sinto fiznão kkkk ter dinheiro achar,0,
querer entender Lula post juro kkk muito fixação recalque medo tamanho psicopatia em é,0,
inveja Lula coro,0,
entender falar pra votar bom turno Lula projeto aliar fascista golpista bom geladeira eletrolux,0,
lindo atitude presidente   preciso valorizar verdadeiro Brasil maravilhas excepcional trabalhador felicidades Lula janja lulaejanja lulapresidente13,1,
via pro abismo bozo Lula,0,
querer ir pro casamento papi Lula,1,
Caraka mulher expressar bom dilmo Lula junto mulher culto representar pessoa,1,
vc terminar pq argumento opção Lula bolsonaro ir votar nulo votar 2 arreper mto melhor q colocar de ele mulher malandro q apanhar continuar amar,0,
lembro Lula falar tesão 20 ano kkkkkkkkkk,1,
dinheiro mundo pagar cara marqueteiro Lula ficar bicho comer correr bicho pegar pedreirer bom estrategia tiro pra sair culatra,0,
felicidade Lula janja felicidade Lula janja felicidade Lula janja,1,
inveja doença terrível   Lula presidente Brasil,1,
monico lulete companheiro seguir bio foto ir colocar lista amanhã,1,
feghali senhora médico em é senhora ajudar inimigo durante debate tv né senhora orgulho política imperioso ministra saúde Lula 2023,1,
gente tô voltar ficar romântico feitiço casamento Lula,1,
oxe amigo pobre casar casamento de ele custar 40 real gastar 100mil bebida pro patamar Lula n absurdo em é,1,
